p_hPa,z_m,T_obs_C,T_monan_C,td_obs_C,td_monan_C,U_obs_ms,U_monan_ms,theta_obs_K,theta_monan_K,N_obs_1s,N_monan_1s,l2_obs_1_m2,l2_monan_1_m2,Ri_obs,Ri_monan,Fr_obs,Fr_monan
50.0,20590.0,-56.9,-60.856353759765625,-87.9,-93.76470947265625,38.0,38.82633902181794,509.390328370281,500.07089095601043,0.026432363219146292,0.022211581522847513,1.234241667690702e-06,1.3832961294031388e-06,0.13951395792913002,222.75301695787454,0.04809580061881993,0.05847988571996093
48.9,20731.0,-56.1,-60.74465934753418,-87.1,-93.9232406616211,29.000000000000004,38.54916371925025,514.5380028194494,503.52738893114287,0.021791147778957413,0.02192038780635383,-7.519210474069666e-07,1.5918718744910047e-06,0.09074174494704113,95.09710746781256,0.04452228521134337,0.058833716462288736
48.0,20848.0,-56.5,-60.653273010253905,-87.3,-94.05294799804688,22.0,38.32248083318826,516.3256488564517,506.4274656951439,0.0170464655014864,0.02194052991181364,-2.9892128535535378e-06,1.5305980452699412e-06,0.07163776389050791,97.55044705113252,0.04317654553258009,0.058434059522019036
38.0,22313.0,-61.6,-59.63786926269531,-89.3,-95.494140625,18.0,35.8101451763794,539.007640036463,544.0069473309919,0.01697306824790114,0.021802541176595566,-2.7450235917265032e-05,2.077135783773916e-06,0.4339413629454436,136.2331396568605,0.035479027171442454,0.05494883912380744
36.1,22635.0,-62.7,-59.44494255065918,-89.7,-95.7679672241211,27.0,35.33424141345075,544.1289969643656,552.545110744224,0.021199054698777354,0.022015734781261943,-2.0519109487206852e-05,1.8474565605149419e-06,0.11105310797132173,145.09635502973197,0.04260953788553336,0.05369355295978219
36.0,22652.0,-62.7,-59.43478851318359,-89.7,-95.78237915039062,27.999999999999996,35.309207670489364,544.56084922419,553.009917127052,0.021406970675662215,0.0220253899682323,-1.674492852256221e-05,1.8088821626039252e-06,0.11062707119775543,145.54503090820452,0.043758494585884836,0.05363199117522503
30.0,23780.0,-61.9,-58.82554626464844,-89.9,-96.6470947265625,36.0,33.80986255521175,575.8906649429299,584.2719629594407,0.0205841924105024,0.02182568317155191,2.3147296835933807e-06,7.439135548280556e-08,5.694014748613858,44.58619165836406,0.058509747435394686,0.051824499214120835
27.7,24272.0,-62.5,-58.60408493041992,-90.5,-96.97012161254882,40.0,36.29281908305896,587.5059232179724,598.3716871853707,0.02511863832138729,0.02168899821689819,5.469004746368317e-07,2.438159593029043e-07,8.234292003221034,19.412584351193594,0.05327499947738438,0.05598101470733965
26.0,24669.0,-59.4,-58.44039611816406,-89.3,-97.20888061523438,43.0,38.12839125685922,607.0489969973866,609.7742675189459,0.02839641887561931,0.02159508060124053,6.544505506837267e-07,2.771818227103576e-07,23.158616424301847,22.014873745418537,0.05065991271659883,0.0590681280472596
24.3,25092.0,-56.1,-58.276707305908204,-88.1,-97.44763961791992,42.0,39.96421039545491,628.458198161442,622.1556432137529,0.025979835004199703,0.021556492703957035,-4.046293338191766e-08,-2.1075109391955416e-07,12.86519831943871,24.90176527008638,0.05408445493936363,0.062022988835097694
20.0,26320.0,-59.1,-57.8626708984375,-89.1,-98.05155944824219,41.0,44.60864979648387,655.2705554755225,659.0583869526863,0.02123338125516417,0.02259170001658911,1.823129488678856e-06,1.9034282907114873e-06,0.4550854106001264,3.329554552049905,0.06459877082445496,0.06605865412079727
19.9,26351.0,-59.1,-57.82327514648438,-89.1,-98.0712922668457,42.0,44.99342660776502,656.2106164687218,660.1246571283173,0.02150651263772455,0.02260346431851282,1.849156643681651e-06,1.9163363302490866e-06,0.4616743927447576,3.241003598765288,0.06533394043402682,0.06659377255520164
18.1,26949.0,-56.7,-57.114151611328126,-87.7,-98.42648300170899,54.00000000000001,51.930858671845584,681.8070973208665,680.5025396494857,0.020601052454404366,0.022301031149495356,1.3018616007237162e-06,1.3396578770069703e-06,0.8536355986576019,3.9297638507108865,0.08769279397974952,0.07790406414727306
17.0,27343.0,-58.0,-56.68079833984375,-88.3,-98.64354400634765,62.0,56.17888106375775,689.9743704826667,694.204978593315,0.01712761168586999,0.022243782145918045,-2.1555338697751273e-07,4.502880410953779e-08,3.71323491805253,4.416612048488059,0.12110287034649339,0.08449363755246984
16.0,27724.0,-59.3,-56.2868408203125,-88.9,-98.84087219238282,60.0,60.04490247778719,697.7999589334646,707.6320017290967,0.016915237544913017,0.02218061731389267,-3.390354210076358e-07,5.8823438934598695e-08,1.9382097557198876,4.951372135509068,0.11866774911301399,0.09056535009906748
15.3,28005.0,-60.3,-56.011070556640625,-89.3,-98.97900192260742,67.0,62.75307893305188,703.4802435961366,717.6553769275018,0.018075873245371077,0.022151837172616862,-1.2608788702677879e-07,1.2449861566671397e-07,0.5237803580428068,5.373716876885394,0.1240038219643727,0.09477304707951192
12.8,29119.0,-59.3,-55.0261767578125,-89.3,-99.47232238769531,94.99999999999999,72.4353651184907,743.7846362899364,758.6492800390967,0.025756730015986443,0.02194143657990101,-1.3043756696168225e-07,9.867265052736007e-09,1.0798438862926312,7.506958912798234,0.1233935432101862,0.1104447687288137
11.4,29853.0,-54.1,-54.47463623046875,-87.1,-99.74858184814452,112.99999999999999,77.86282831848945,787.5324722117496,786.1855733450016,0.02029307088756438,0.021713897133763763,-3.303353522358716e-07,-1.1332215677338134e-07,35.18553078726477,9.533453835433557,0.18629029330634184,0.11996428074107354
11.2,29966.0,-54.3,-54.3958447265625,-86.3,-99.78804748535157,112.99999999999999,78.63843193954442,790.8064383522717,790.4601069524648,0.01895820763769902,0.021667044312960064,-3.162730850185506e-07,-1.1166591432623738e-07,359.4136368341094,9.685984668538067,0.199407148606881,0.12142125822645645
