init,lead_h,forecast_time,lon_fc,lat_fc,mslp_fc,lon_obs,lat_obs,mslp_obs,erro_km
2023031200,48,2023031400,-85.11270141601562,-9.73239517211914,1010.1021118164062,nan,nan,nan,
2023031200,54,2023031406,-85.82632446289062,-9.821596145629883,1010.3372802734375,nan,nan,nan,
2023031200,60,2023031412,-86.18312072753906,-10.624407768249512,1010.6253051757812,nan,nan,nan,
2023031200,66,2023031418,-86.09392547607422,-10.71360969543457,1010.681884765625,nan,nan,nan,
2023031200,72,2023031500,-86.71833038330078,-11.15961742401123,1010.1937255859375,nan,nan,nan,
2023031200,78,2023031506,-87.43194580078125,-11.516422271728516,1011.2354736328125,nan,nan,nan,
2023031200,84,2023031512,-87.52114868164062,-12.408437728881836,1011.3008422851562,nan,nan,nan,
2023031200,90,2023031518,-88.32395935058594,-12.676039695739746,1011.6377563476562,nan,nan,nan,
2023031200,96,2023031600,-89.2159652709961,-12.85444450378418,1010.7647094726562,nan,nan,nan,
2023031200,102,2023031606,-90.01879119873047,-13.211250305175781,1011.440185546875,nan,nan,nan,
2023031200,108,2023031612,-90.73238372802734,-12.676039695739746,1011.1168823242188,nan,nan,nan,
2023031200,114,2023031618,-90.82159423828125,-12.85444450378418,1011.8373413085938,nan,nan,nan,
2023031200,120,2023031700,-91.35679626464844,-12.230034828186035,1010.9598999023438,nan,nan,nan,
